Age,Gender,Marital_Status,Income_Level,Transaction_Frequency,Total_Monetary_Value,Avg_Transaction_Value,Category_Diversity,Total_Interactions,Complaint_Count,Unresolved_Complaint_Ratio,Login_Frequency,Days_Since_Last_Login,Service_Channel,Churn
18,Male,Widowed,High,2,358.67,179.335,1,0.0,0.0,0.0,39,121,Mobile App,0
23,Female,Single,High,8,2140.26,267.5325,4,2.0,1.0,1.0,39,2,Online Banking,0
45,Female,Married,High,9,3027.91,336.4344444444444,5,2.0,1.0,1.0,45,363,Mobile App,0
61,Female,Single,Medium,3,1049.96,349.9866666666667,2,0.0,0.0,0.0,25,330,Website,0
48,Female,Divorced,High,7,2125.61,303.65857142857146,5,0.0,0.0,0.0,46,38,Website,0
27,Male,Divorced,High,6,1822.54,303.75666666666666,5,1.0,0.0,0.0,46,98,Mobile App,0
37,Female,Single,High,2,393.99,196.995,2,0.0,0.0,0.0,3,53,Website,0
25,Male,Married,Low,7,2132.54,304.6485714285714,4,1.0,0.0,0.0,42,326,Online Banking,0
39,Female,Single,Low,3,1179.98,393.32666666666665,3,2.0,0.0,0.0,27,30,Online Banking,0
55,Male,Widowed,High,6,1722.97,287.1616666666667,5,0.0,0.0,0.0,12,69,Online Banking,0
46,Female,Married,Medium,7,2151.66,307.38,4,1.0,1.0,1.0,43,139,Website,0
26,Male,Married,Medium,2,203.34,101.67,2,0.0,0.0,0.0,2,12,Mobile App,1
61,Male,Married,Low,6,1369.4,228.23333333333335,3,1.0,0.0,0.0,38,71,Online Banking,0
64,Male,Married,Low,9,2160.95,240.10555555555553,5,0.0,0.0,0.0,26,233,Online Banking,1
18,Male,Widowed,Medium,5,1090.13,218.026,2,0.0,0.0,0.0,29,203,Mobile App,0
58,Male,Single,Low,7,1859.23,265.6042857142857,3,0.0,0.0,0.0,45,209,Online Banking,0
69,Male,Single,Low,6,2436.25,406.0416666666667,3,2.0,0.0,0.0,30,254,Website,1
56,Male,Divorced,High,7,1867.21,266.7442857142857,4,0.0,0.0,0.0,38,200,Online Banking,0
43,Male,Married,Medium,1,472.36,472.36,1,0.0,0.0,0.0,41,35,Online Banking,0
28,Male,Divorced,High,3,1051.21,350.40333333333336,2,1.0,0.0,0.0,32,138,Online Banking,0
69,Female,Widowed,Low,6,1550.8500000000001,258.475,4,1.0,1.0,0.0,38,40,Online Banking,0
52,Female,Single,Low,7,2358.04,336.86285714285714,4,2.0,1.0,0.0,21,150,Mobile App,0
41,Female,Single,Low,3,962.48,320.82666666666665,2,1.0,0.0,0.0,8,251,Website,0
50,Female,Married,Low,2,538.06,269.03,2,0.0,0.0,0.0,6,340,Website,0
37,Female,Single,Medium,5,1331.4,266.28000000000003,2,0.0,0.0,0.0,4,343,Website,0
44,Male,Widowed,Medium,9,2437.4,270.82222222222225,4,1.0,0.0,0.0,17,275,Mobile App,1
32,Female,Widowed,Medium,9,1550.26,172.2511111111111,4,2.0,1.0,1.0,21,175,Mobile App,0
50,Female,Married,Medium,4,755.9300000000001,188.98250000000002,3,2.0,0.0,0.0,4,11,Website,1
69,Male,Divorced,High,8,2373.23,296.65375,4,1.0,0.0,0.0,35,251,Website,1
24,Female,Married,High,3,715.6,238.53333333333333,3,1.0,1.0,0.0,30,253,Mobile App,0
51,Female,Widowed,High,2,402.41,201.205,1,0.0,0.0,0.0,27,223,Online Banking,1
62,Male,Single,Low,2,232.75,116.375,1,2.0,1.0,0.0,12,31,Website,0
68,Female,Single,Medium,2,407.65999999999997,203.82999999999998,2,1.0,1.0,1.0,48,282,Mobile App,0
63,Female,Single,Medium,7,1876.3600000000001,268.0514285714286,3,0.0,0.0,0.0,20,75,Online Banking,0
59,Male,Widowed,Medium,4,783.96,195.99,3,0.0,0.0,0.0,40,320,Online Banking,0
22,Male,Divorced,High,7,1677.08,239.58285714285714,4,2.0,1.0,1.0,44,55,Online Banking,0
47,Male,Married,Low,6,1709.36,284.8933333333333,4,2.0,0.0,0.0,41,268,Online Banking,0
45,Male,Divorced,Low,5,1667.53,333.506,2,1.0,0.0,0.0,33,48,Online Banking,1
35,Female,Single,Low,3,623.49,207.83,3,1.0,0.0,0.0,10,275,Website,0
53,Female,Married,High,8,1726.51,215.81375,3,2.0,1.0,0.0,5,41,Mobile App,1
20,Female,Widowed,Medium,9,2356.94,261.88222222222225,3,2.0,1.0,1.0,11,256,Mobile App,1
38,Male,Widowed,High,9,1383.59,153.73222222222222,4,0.0,0.0,0.0,21,79,Mobile App,0
63,Female,Divorced,Medium,1,215.12,215.12,1,2.0,1.0,1.0,20,253,Online Banking,0
33,Male,Married,Low,8,2642.14,330.2675,4,0.0,0.0,0.0,44,332,Mobile App,0
54,Female,Single,Medium,9,2959.62,328.84666666666664,5,1.0,0.0,0.0,9,362,Online Banking,0
59,Male,Divorced,Low,9,2544.69,282.74333333333334,5,2.0,0.0,0.0,30,206,Mobile App,0
22,Female,Widowed,Low,8,2270.36,283.795,3,1.0,0.0,0.0,48,253,Online Banking,0
67,Female,Married,Low,5,1346.76,269.352,2,0.0,0.0,0.0,4,208,Mobile App,0
68,Male,Married,Medium,7,1726.8999999999999,246.7,3,1.0,0.0,0.0,9,76,Website,0
31,Male,Widowed,High,7,1906.1000000000001,272.3,4,0.0,0.0,0.0,40,176,Online Banking,0
48,Male,Single,Low,9,2347.42,260.82444444444445,4,2.0,1.0,0.0,3,16,Website,0
63,Female,Single,Medium,4,865.0,216.25,4,1.0,0.0,0.0,38,40,Online Banking,0
41,Female,Widowed,Low,8,2473.79,309.22375,5,2.0,1.0,1.0,25,112,Website,0
52,Male,Widowed,Medium,9,1158.83,128.7588888888889,4,0.0,0.0,0.0,37,233,Mobile App,1
53,Male,Single,High,5,1476.4,295.28000000000003,3,0.0,0.0,0.0,30,199,Mobile App,0
27,Male,Divorced,Low,3,437.92999999999995,145.97666666666666,3,2.0,1.0,0.0,31,240,Website,0
44,Male,Divorced,Low,4,1187.98,296.995,2,0.0,0.0,0.0,17,353,Mobile App,1
44,Female,Married,Low,1,271.99,271.99,1,0.0,0.0,0.0,10,90,Website,0
40,Male,Married,High,5,1489.51,297.902,3,1.0,1.0,1.0,8,350,Mobile App,1
30,Male,Divorced,Medium,9,2463.96,273.7733333333333,4,1.0,1.0,1.0,2,352,Mobile App,0
33,Female,Married,Low,1,110.77,110.77,1,2.0,2.0,0.5,32,11,Website,0
52,Female,Divorced,Low,5,1504.22,300.844,3,0.0,0.0,0.0,11,25,Mobile App,0
44,Male,Married,High,3,624.87,208.29,3,1.0,1.0,1.0,10,82,Online Banking,0
69,Female,Divorced,Medium,7,1688.29,241.18428571428572,4,2.0,1.0,0.0,41,15,Online Banking,0
56,Male,Married,High,3,612.18,204.05999999999997,2,0.0,0.0,0.0,32,128,Online Banking,0
64,Female,Married,High,3,1239.16,413.05333333333334,3,1.0,0.0,0.0,24,282,Mobile App,1
34,Female,Divorced,Low,3,481.67999999999995,160.55999999999997,2,2.0,0.0,0.0,7,143,Online Banking,0
65,Male,Single,Medium,8,1674.35,209.29375,5,1.0,0.0,0.0,29,140,Online Banking,1
58,Female,Divorced,Low,7,2146.58,306.6542857142857,5,0.0,0.0,0.0,2,344,Online Banking,1
18,Male,Divorced,Low,7,1025.54,146.50571428571428,4,2.0,0.0,0.0,16,42,Mobile App,1
28,Male,Widowed,High,1,244.19,244.19,1,1.0,0.0,0.0,31,249,Online Banking,1
29,Female,Single,High,3,694.35,231.45000000000002,2,1.0,1.0,1.0,12,310,Online Banking,0
31,Female,Married,Low,2,204.8,102.4,1,1.0,0.0,0.0,32,139,Online Banking,0
25,Male,Single,High,5,754.54,150.908,4,1.0,0.0,0.0,47,92,Online Banking,0
48,Female,Single,High,7,1074.25,153.46428571428572,4,2.0,0.0,0.0,41,264,Online Banking,0
24,Female,Single,Medium,4,934.44,233.61,3,0.0,0.0,0.0,18,43,Website,0
63,Female,Widowed,Low,9,2452.39,272.48777777777775,4,0.0,0.0,0.0,3,151,Mobile App,1
48,Male,Widowed,Low,8,2416.9,302.1125,4,0.0,0.0,0.0,16,308,Website,0
33,Female,Married,Medium,6,1929.48,321.58,5,1.0,0.0,0.0,49,46,Website,1
59,Female,Divorced,High,1,67.65,67.65,1,1.0,0.0,0.0,42,350,Website,0
56,Male,Single,Medium,3,657.3699999999999,219.1233333333333,2,2.0,0.0,0.0,18,359,Online Banking,0
61,Female,Married,Medium,2,942.44,471.22,1,1.0,0.0,0.0,44,137,Website,1
36,Male,Married,Medium,1,238.83,238.83,1,2.0,1.0,0.0,15,162,Website,0
25,Male,Widowed,High,6,1060.8600000000001,176.81000000000003,4,1.0,0.0,0.0,41,34,Online Banking,0
46,Male,Divorced,Medium,8,1985.72,248.215,4,2.0,0.0,0.0,37,58,Online Banking,0
19,Male,Divorced,Low,4,1053.54,263.385,3,2.0,1.0,1.0,23,255,Mobile App,0
59,Female,Widowed,High,5,1574.74,314.948,2,1.0,0.0,0.0,26,22,Online Banking,0
20,Male,Single,Medium,5,1041.72,208.344,3,2.0,0.0,0.0,7,96,Online Banking,0
68,Male,Widowed,Medium,8,1629.96,203.745,4,1.0,0.0,0.0,48,250,Online Banking,0
46,Male,Married,Medium,2,194.63,97.315,2,0.0,0.0,0.0,21,246,Website,0
32,Female,Widowed,Medium,8,1874.22,234.2775,4,1.0,0.0,0.0,29,277,Website,0
55,Male,Divorced,Medium,8,2408.65,301.08125,4,2.0,1.0,0.0,45,38,Website,0
45,Male,Single,Medium,9,1717.5700000000002,190.84111111111113,4,2.0,1.0,0.0,7,200,Online Banking,1
54,Male,Married,Low,6,1587.38,264.56333333333333,3,1.0,1.0,1.0,6,139,Online Banking,0
49,Male,Married,High,7,1060.42,151.48857142857145,4,0.0,0.0,0.0,27,106,Online Banking,1
47,Male,Divorced,Low,2,266.05,133.025,1,1.0,0.0,0.0,43,112,Mobile App,1
68,Male,Widowed,Medium,1,328.56,328.56,1,2.0,0.0,0.0,46,187,Website,0
64,Male,Married,Medium,1,163.69,163.69,1,0.0,0.0,0.0,17,312,Website,1
47,Male,Widowed,Medium,1,12.46,12.46,1,2.0,1.0,1.0,24,296,Mobile App,0
68,Male,Married,Low,3,1028.17,342.72333333333336,2,1.0,0.0,0.0,28,143,Website,0
51,Male,Divorced,Medium,4,759.5699999999999,189.89249999999998,2,1.0,0.0,0.0,26,184,Website,0
30,Male,Married,Low,2,499.67,249.835,2,1.0,1.0,0.0,38,124,Online Banking,1
50,Male,Married,High,7,1467.02,209.5742857142857,4,0.0,0.0,0.0,26,229,Online Banking,0
59,Female,Single,Low,5,1245.86,249.17199999999997,3,2.0,1.0,1.0,40,228,Website,0
34,Female,Married,Low,1,392.17,392.17,1,1.0,0.0,0.0,1,277,Mobile App,0
20,Male,Divorced,High,9,1437.17,159.68555555555557,4,1.0,0.0,0.0,19,316,Mobile App,0
26,Female,Married,Medium,9,2097.25,233.02777777777777,5,2.0,1.0,1.0,26,335,Mobile App,0
69,Female,Divorced,Low,7,1567.52,223.93142857142857,5,0.0,0.0,0.0,35,175,Mobile App,0
28,Female,Widowed,High,5,1135.3,227.06,4,1.0,0.0,0.0,16,25,Online Banking,1
66,Male,Divorced,Low,6,1132.79,188.79833333333332,3,1.0,0.0,0.0,13,190,Mobile App,1
44,Female,Widowed,Low,6,1658.16,276.36,3,2.0,1.0,1.0,10,98,Website,0
45,Female,Married,High,8,2676.26,334.5325,5,2.0,1.0,0.0,8,141,Mobile App,0
19,Male,Divorced,Low,8,1579.69,197.46125,5,0.0,0.0,0.0,27,81,Mobile App,0
18,Female,Single,High,4,758.41,189.6025,3,0.0,0.0,0.0,26,122,Mobile App,0
23,Female,Divorced,Low,6,1160.99,193.49833333333333,5,1.0,1.0,1.0,3,264,Mobile App,0
42,Female,Widowed,Medium,6,1972.94,328.8233333333333,4,1.0,1.0,1.0,45,130,Online Banking,0
52,Female,Widowed,High,5,1405.19,281.038,3,1.0,1.0,1.0,36,200,Online Banking,0
33,Male,Single,Medium,1,474.38,474.38,1,0.0,0.0,0.0,41,71,Online Banking,0
21,Female,Divorced,Low,6,1442.15,240.35833333333335,4,1.0,0.0,0.0,8,74,Online Banking,0
64,Male,Married,Medium,7,1668.59,238.36999999999998,3,1.0,0.0,0.0,32,212,Website,0
55,Female,Divorced,High,8,2232.41,279.05125,4,2.0,1.0,1.0,19,56,Website,0
61,Female,Divorced,Low,1,143.34,143.34,1,0.0,0.0,0.0,12,274,Online Banking,0
37,Female,Divorced,High,9,2587.47,287.49666666666667,3,1.0,1.0,0.0,45,307,Online Banking,0
42,Female,Single,Low,1,77.31,77.31,1,2.0,0.0,0.0,45,275,Mobile App,0
24,Female,Single,Medium,8,1779.5,222.4375,4,2.0,1.0,0.0,13,183,Mobile App,0
38,Male,Single,Medium,9,2314.49,257.16555555555556,5,2.0,1.0,1.0,44,343,Online Banking,1
24,Male,Single,High,9,2461.3,273.4777777777778,5,2.0,0.0,0.0,48,208,Online Banking,0
46,Male,Single,High,5,923.55,184.70999999999998,4,0.0,0.0,0.0,45,46,Mobile App,0
69,Female,Married,Low,1,308.82,308.82,1,2.0,2.0,0.5,7,180,Website,1
24,Male,Divorced,High,4,864.3,216.075,3,1.0,1.0,0.0,47,254,Online Banking,0
20,Female,Divorced,High,7,1700.3,242.9,4,2.0,0.0,0.0,47,123,Website,0
46,Male,Married,Medium,9,2490.85,276.7611111111111,4,0.0,0.0,0.0,16,8,Website,0
46,Male,Married,High,4,1463.19,365.7975,3,0.0,0.0,0.0,32,193,Mobile App,0
56,Male,Married,High,5,1084.11,216.82199999999997,5,1.0,0.0,0.0,9,109,Mobile App,1
55,Female,Married,Low,5,1383.28,276.656,3,2.0,0.0,0.0,26,135,Online Banking,0
23,Male,Single,Medium,5,1240.94,248.18800000000002,4,1.0,0.0,0.0,48,161,Mobile App,0
63,Female,Divorced,Medium,2,534.74,267.37,2,0.0,0.0,0.0,40,158,Website,1
27,Male,Married,Low,4,1019.6700000000001,254.91750000000002,3,0.0,0.0,0.0,47,156,Website,0
54,Female,Widowed,Medium,9,1446.69,160.74333333333334,4,1.0,0.0,0.0,20,38,Online Banking,0
31,Female,Married,Low,9,2281.4700000000003,253.4966666666667,5,2.0,0.0,0.0,6,88,Website,0
39,Female,Divorced,Low,4,897.51,224.3775,3,0.0,0.0,0.0,11,342,Mobile App,0
49,Female,Widowed,High,3,638.06,212.68666666666664,3,0.0,0.0,0.0,29,10,Online Banking,0
35,Female,Married,High,2,683.19,341.595,1,0.0,0.0,0.0,7,355,Mobile App,1
53,Female,Single,Low,5,1421.26,284.252,3,0.0,0.0,0.0,29,191,Website,0
63,Female,Single,High,8,2154.62,269.3275,4,1.0,1.0,0.0,43,92,Mobile App,0
69,Female,Widowed,High,7,1500.44,214.34857142857143,3,0.0,0.0,0.0,4,354,Online Banking,0
26,Female,Single,Medium,9,2615.4300000000003,290.60333333333335,4,2.0,0.0,0.0,24,326,Mobile App,1
43,Female,Widowed,Medium,1,55.77,55.77,1,1.0,1.0,1.0,3,325,Website,1
39,Male,Married,High,2,489.1,244.55,2,0.0,0.0,0.0,12,174,Online Banking,0
63,Female,Divorced,Low,2,273.02,136.51,1,0.0,0.0,0.0,35,182,Website,0
55,Male,Widowed,Low,4,994.16,248.54,2,0.0,0.0,0.0,8,321,Mobile App,1
40,Male,Married,High,8,2810.28,351.285,5,2.0,0.0,0.0,38,14,Online Banking,0
34,Female,Widowed,High,9,2395.1,266.1222222222222,4,0.0,0.0,0.0,41,348,Online Banking,0
43,Male,Divorced,Low,5,681.77,136.35399999999998,3,0.0,0.0,0.0,38,1,Mobile App,1
64,Female,Single,Medium,7,1289.55,184.22142857142856,4,2.0,1.0,0.0,15,107,Mobile App,0
55,Female,Single,Medium,3,948.6800000000001,316.2266666666667,2,0.0,0.0,0.0,5,59,Website,0
19,Male,Widowed,Low,7,1783.47,254.78142857142856,4,2.0,0.0,0.0,40,230,Website,0
23,Female,Divorced,High,1,104.0,104.0,1,1.0,0.0,0.0,16,280,Online Banking,0
24,Male,Married,Medium,1,35.24,35.24,1,1.0,0.0,0.0,46,364,Online Banking,0
30,Male,Married,Low,3,807.48,269.16,3,1.0,0.0,0.0,28,94,Website,0
44,Male,Married,High,1,346.94,346.94,1,0.0,0.0,0.0,13,164,Mobile App,0
28,Male,Widowed,High,6,1373.66,228.94333333333336,3,0.0,0.0,0.0,41,247,Website,0
32,Female,Single,Medium,1,391.99,391.99,1,1.0,1.0,1.0,11,309,Website,0
26,Female,Widowed,High,5,1159.3899999999999,231.878,3,2.0,0.0,0.0,37,32,Mobile App,0
25,Female,Widowed,Low,8,1792.54,224.0675,4,1.0,0.0,0.0,3,295,Website,0
63,Male,Widowed,Low,8,1170.32,146.29,3,0.0,0.0,0.0,8,115,Mobile App,0
23,Female,Married,Low,2,555.91,277.955,1,1.0,0.0,0.0,38,213,Online Banking,0
65,Male,Divorced,Low,9,3220.3,357.81111111111113,5,2.0,0.0,0.0,47,355,Mobile App,1
60,Male,Widowed,High,7,1950.63,278.6614285714286,3,2.0,0.0,0.0,34,243,Website,0
21,Male,Married,Low,6,1845.21,307.535,4,1.0,0.0,0.0,38,173,Mobile App,0
28,Male,Widowed,Medium,2,434.86,217.43,2,0.0,0.0,0.0,42,16,Online Banking,0
68,Male,Widowed,High,6,1551.13,258.5216666666667,3,2.0,0.0,0.0,24,336,Website,0
45,Male,Married,High,5,921.3299999999999,184.266,4,0.0,0.0,0.0,18,248,Website,0
43,Female,Divorced,High,3,814.74,271.58,2,1.0,0.0,0.0,25,273,Website,0
21,Female,Divorced,Low,7,2143.56,306.22285714285715,3,2.0,0.0,0.0,13,213,Website,0
32,Female,Single,High,2,477.73,238.865,2,1.0,0.0,0.0,39,69,Website,0
36,Male,Widowed,Low,2,627.29,313.645,2,0.0,0.0,0.0,22,79,Mobile App,0
23,Male,Single,Low,8,2048.2,256.025,5,1.0,1.0,0.0,30,125,Online Banking,0
22,Female,Married,High,6,1252.1,208.6833333333333,5,0.0,0.0,0.0,30,141,Mobile App,0
35,Female,Widowed,High,5,1552.44,310.488,4,1.0,1.0,1.0,37,241,Website,0
23,Female,Married,Low,2,161.07,80.535,2,1.0,0.0,0.0,45,326,Mobile App,0
48,Male,Single,High,6,1247.79,207.965,5,1.0,0.0,0.0,43,12,Website,0
42,Female,Married,High,8,1559.5,194.9375,5,0.0,0.0,0.0,15,12,Online Banking,0
21,Female,Married,Low,9,1865.72,207.3022222222222,5,1.0,0.0,0.0,35,16,Mobile App,0
23,Male,Divorced,Low,3,681.14,227.04666666666665,2,2.0,0.0,0.0,6,351,Online Banking,1
58,Male,Widowed,High,5,1047.12,209.42399999999998,3,2.0,1.0,0.0,11,119,Mobile App,0
54,Female,Widowed,Low,8,2165.4900000000002,270.68625000000003,4,2.0,0.0,0.0,28,88,Website,0
67,Female,Widowed,Low,3,576.3,192.1,3,1.0,1.0,1.0,30,304,Website,0
42,Male,Married,Medium,9,2132.05,236.89444444444447,4,2.0,0.0,0.0,16,233,Mobile App,0
51,Male,Divorced,High,3,675.36,225.12,1,2.0,2.0,1.0,28,221,Mobile App,0
36,Male,Single,High,2,338.96999999999997,169.48499999999999,2,0.0,0.0,0.0,25,86,Online Banking,0
51,Male,Widowed,High,9,2094.81,232.75666666666666,5,1.0,1.0,0.0,48,219,Online Banking,0
32,Female,Married,High,8,2317.66,289.7075,5,1.0,1.0,0.0,30,193,Website,0
67,Female,Divorced,High,2,583.1,291.55,2,0.0,0.0,0.0,45,277,Online Banking,1
25,Female,Divorced,Low,4,1118.41,279.6025,3,2.0,1.0,0.0,14,157,Online Banking,0
61,Female,Widowed,High,6,1132.03,188.67166666666665,4,0.0,0.0,0.0,27,206,Website,0
64,Female,Divorced,High,9,2639.2799999999997,293.25333333333333,4,0.0,0.0,0.0,48,205,Website,0
66,Male,Divorced,Medium,2,604.8199999999999,302.40999999999997,1,1.0,0.0,0.0,30,14,Mobile App,0
51,Male,Married,Low,4,967.0799999999999,241.76999999999998,2,2.0,1.0,1.0,10,30,Online Banking,0
35,Female,Single,High,2,284.57,142.285,2,0.0,0.0,0.0,20,329,Mobile App,1
47,Male,Divorced,High,3,618.27,206.09,3,2.0,1.0,1.0,44,309,Online Banking,0
30,Female,Single,High,8,2600.41,325.05125,4,2.0,0.0,0.0,7,133,Website,0
64,Female,Divorced,High,6,1172.35,195.39166666666665,2,1.0,1.0,0.0,34,130,Website,0
50,Female,Divorced,Low,9,2056.76,228.5288888888889,4,2.0,0.0,0.0,27,25,Website,0
52,Female,Divorced,Medium,6,1560.95,260.15833333333336,4,2.0,1.0,0.0,23,189,Online Banking,1
69,Male,Widowed,Medium,4,1122.07,280.5175,3,0.0,0.0,0.0,46,58,Website,0
41,Female,Widowed,High,3,539.68,179.89333333333332,3,0.0,0.0,0.0,45,316,Website,0
43,Female,Widowed,Medium,6,2081.7,346.95,3,0.0,0.0,0.0,25,145,Mobile App,0
64,Female,Single,Medium,5,1484.12,296.82399999999996,4,1.0,0.0,0.0,28,117,Mobile App,1
68,Male,Single,Medium,9,1725.5,191.72222222222223,4,2.0,0.0,0.0,18,147,Online Banking,0
61,Female,Widowed,Medium,2,575.97,287.985,2,1.0,1.0,0.0,13,295,Website,0
59,Male,Single,Medium,1,477.75,477.75,1,2.0,0.0,0.0,13,336,Online Banking,0
64,Male,Married,Low,9,1309.22,145.4688888888889,3,1.0,0.0,0.0,45,359,Online Banking,0
18,Female,Single,Low,9,2577.9500000000003,286.4388888888889,5,1.0,1.0,1.0,34,56,Mobile App,1
30,Male,Married,Low,5,693.13,138.626,3,2.0,1.0,0.0,14,248,Mobile App,1
27,Male,Widowed,Medium,1,496.99,496.99,1,0.0,0.0,0.0,28,320,Mobile App,0
36,Female,Married,Low,5,1079.2,215.84,3,1.0,0.0,0.0,13,25,Online Banking,0
22,Female,Widowed,Medium,3,910.23,303.41,3,2.0,1.0,0.0,34,176,Website,0
25,Male,Widowed,Medium,8,2189.69,273.71125,4,0.0,0.0,0.0,5,144,Mobile App,0
21,Female,Widowed,Low,5,1068.46,213.692,4,0.0,0.0,0.0,40,132,Mobile App,0
66,Male,Single,High,5,1257.45,251.49,3,2.0,1.0,1.0,10,220,Mobile App,0
30,Female,Divorced,Medium,6,970.67,161.77833333333334,3,2.0,0.0,0.0,36,336,Website,0
55,Female,Divorced,Medium,7,1500.63,214.3757142857143,4,2.0,1.0,1.0,6,263,Online Banking,0
63,Female,Married,Low,4,1124.58,281.145,3,2.0,0.0,0.0,21,246,Online Banking,0
66,Male,Divorced,Medium,8,1918.91,239.86375,4,0.0,0.0,0.0,35,178,Website,0
63,Male,Widowed,Medium,1,41.49,41.49,1,0.0,0.0,0.0,16,38,Online Banking,0
36,Male,Divorced,Medium,5,1586.9,317.38,4,1.0,0.0,0.0,20,153,Website,1
69,Female,Married,Low,5,1647.73,329.546,3,2.0,1.0,1.0,31,148,Mobile App,0
67,Male,Widowed,High,6,1488.0,248.0,3,0.0,0.0,0.0,5,101,Website,1
25,Female,Single,High,9,2064.51,229.39000000000001,5,2.0,1.0,1.0,6,161,Online Banking,0
44,Female,Widowed,Low,6,1563.06,260.51,4,1.0,0.0,0.0,2,168,Mobile App,0
67,Male,Widowed,Medium,7,2107.59,301.0842857142857,5,1.0,1.0,1.0,39,74,Mobile App,0
64,Female,Married,High,2,548.61,274.305,1,1.0,0.0,0.0,22,338,Mobile App,0
47,Male,Single,Low,5,1042.79,208.558,4,1.0,0.0,0.0,11,116,Mobile App,1
21,Female,Widowed,Low,6,1133.6799999999998,188.94666666666663,2,0.0,0.0,0.0,15,144,Website,0
28,Male,Single,Medium,4,1567.71,391.9275,3,2.0,0.0,0.0,13,145,Online Banking,0
38,Female,Widowed,Medium,7,1960.77,280.11,4,1.0,0.0,0.0,33,85,Online Banking,0
60,Female,Widowed,Low,9,2141.4,237.93333333333334,5,2.0,0.0,0.0,46,113,Mobile App,0
19,Male,Married,Low,8,1255.38,156.9225,4,2.0,2.0,0.5,14,236,Website,0
38,Male,Widowed,Low,5,1041.15,208.23000000000002,2,0.0,0.0,0.0,39,134,Online Banking,1
34,Female,Widowed,High,8,1755.6999999999998,219.46249999999998,5,2.0,1.0,0.0,2,103,Website,1
60,Male,Widowed,Medium,9,2782.16,309.12888888888887,4,1.0,0.0,0.0,10,248,Website,0
68,Female,Divorced,Low,2,441.32,220.66,2,2.0,0.0,0.0,42,11,Website,1
46,Female,Single,Medium,5,1381.17,276.23400000000004,3,2.0,0.0,0.0,30,148,Online Banking,0
44,Female,Married,High,6,1189.15,198.1916666666667,3,1.0,0.0,0.0,32,79,Website,0
41,Female,Married,Low,6,2430.75,405.125,4,2.0,2.0,0.0,9,223,Website,0
66,Female,Married,Medium,4,993.04,248.26,3,1.0,0.0,0.0,48,1,Online Banking,0
20,Male,Widowed,High,9,2309.95,256.6611111111111,5,0.0,0.0,0.0,16,326,Website,0
56,Male,Single,Low,4,922.22,230.555,2,1.0,0.0,0.0,39,3,Website,0
27,Male,Divorced,Medium,6,953.9499999999999,158.99166666666665,3,2.0,0.0,0.0,5,219,Mobile App,0
20,Female,Divorced,Low,4,912.13,228.0325,2,1.0,0.0,0.0,46,363,Mobile App,1
62,Male,Married,Medium,5,1213.09,242.618,3,2.0,1.0,1.0,15,218,Online Banking,0
59,Male,Single,Medium,7,1621.99,231.71285714285713,4,0.0,0.0,0.0,4,118,Website,0
43,Male,Divorced,High,2,504.29,252.145,1,2.0,0.0,0.0,24,116,Mobile App,0
54,Female,Married,High,8,2136.39,267.04875,4,1.0,0.0,0.0,25,48,Website,0
44,Male,Divorced,High,7,2218.53,316.9328571428572,4,1.0,0.0,0.0,37,13,Website,0
22,Male,Divorced,High,6,1100.6200000000001,183.4366666666667,4,1.0,1.0,0.0,24,349,Website,0
59,Male,Single,High,3,421.3,140.43333333333334,3,1.0,1.0,0.0,42,134,Online Banking,1
28,Female,Married,Medium,4,1217.41,304.3525,3,0.0,0.0,0.0,13,307,Mobile App,1
30,Male,Divorced,High,6,1759.63,293.2716666666667,2,2.0,0.0,0.0,20,136,Online Banking,0
58,Female,Widowed,Medium,9,1482.3600000000001,164.70666666666668,5,0.0,0.0,0.0,5,325,Mobile App,0
51,Female,Widowed,Medium,4,1290.08,322.52,3,1.0,1.0,0.0,20,318,Online Banking,0
55,Male,Divorced,Low,2,871.11,435.555,2,1.0,1.0,0.0,18,268,Online Banking,0
57,Female,Single,Medium,7,2042.29,291.7557142857143,4,2.0,1.0,0.0,39,298,Mobile App,1
50,Male,Single,Medium,8,2206.29,275.78625,4,0.0,0.0,0.0,49,24,Website,0
51,Female,Divorced,High,9,1650.27,183.36333333333334,5,2.0,0.0,0.0,3,224,Online Banking,0
44,Male,Single,Medium,2,493.38,246.69,2,0.0,0.0,0.0,44,133,Online Banking,0
53,Male,Single,High,8,1299.37,162.42125,4,0.0,0.0,0.0,31,73,Online Banking,0
43,Female,Widowed,Medium,4,337.9,84.475,2,0.0,0.0,0.0,30,15,Website,0
68,Male,Married,Medium,8,1295.74,161.9675,3,1.0,1.0,0.0,41,284,Online Banking,0
42,Female,Married,High,5,985.26,197.052,4,1.0,0.0,0.0,24,240,Website,0
36,Male,Divorced,Low,2,566.46,283.23,2,0.0,0.0,0.0,5,115,Online Banking,0
38,Female,Divorced,Medium,2,304.95,152.475,2,1.0,1.0,0.0,20,196,Mobile App,0
48,Female,Divorced,Medium,9,2275.24,252.8044444444444,4,2.0,1.0,1.0,24,337,Mobile App,0
46,Female,Widowed,High,3,651.38,217.12666666666667,3,1.0,0.0,0.0,17,1,Online Banking,1
26,Female,Widowed,High,1,318.01,318.01,1,0.0,0.0,0.0,8,331,Online Banking,0
36,Female,Single,Low,9,1087.05,120.78333333333333,3,0.0,0.0,0.0,21,51,Website,0
